balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
157,"[-60.57799310005771, 26.86059225079411, 16.39988906306827]","[-60.82181426063136, 27.92740793002366, 15.912185921444928]","[-61.07590123179238, 29.26236026746615, 15.312083189831352]","[-61.28501790209401, 30.643438025113525, 14.698433048213431]","[-61.63702078641784, 35.023339460826506, 12.800658602571826]","[-61.65967666724069, 36.5323058088027, 12.157974042179797]","[-61.63293453273711, 38.05205449912094, 11.514456976638881]","[-61.43438974204562, 41.08387854655583, 10.236465671831365]","[-61.26395107403094, 42.58099110457684, 9.606930053671297]","[-60.78753855986286, 45.49629401269906, 8.380496751421976]","[-60.14138866911029, 48.265059802306475, 7.213782832427116]",,,,,,,,,,,,,
158,"[56.28965591255694, 89.30224658074833, 8.081195853155197]","[56.788808967037276, 88.00195000143198, 5.302468291715632]","[57.420610803272865, 86.31239580863769, 2.9498850940239745]","[58.09379330264992, 84.48533946691393, 2.008805931542973]","[60.34432617992515, 78.12560474751017, 7.918784861980889]","[61.16891896309009, 75.70250991338165, 11.770265821749533]","[62.0316497609981, 73.11390333712673, 15.658583688108568]","[63.86135870580975, 67.4151298025964, 21.205143857112112]","[64.82220209910224, 64.27889452547505, 21.999925079059985]","[66.8184398517131, 57.354762964854395, 19.03156579544596]","[68.88595435816012, 49.40751215472088, 11.848773889541205]",,,,,,,,,,,,,
159,"[12.937246212726306, 90.50696836864614, 17.021526883686064]","[13.69477426989853, 90.56647417356562, 14.95590604199691]","[14.562298305140644, 90.67448192871188, 12.287943569070698]","[15.384586748668347, 90.81673317865443, 9.59965196603238]","[17.573690709338084, 91.4561293143603, 3.295690045798695]","[18.21036708119045, 91.73483991475071, 2.2950455001530337]","[18.799319809897884, 92.04296881935373, 2.0038517857323033]","[19.834825662148706, 92.74617536518234, 3.5818336826680497]","[20.2822928464228, 93.13720986251931, 5.336039121195284]","[21.041145506187792, 93.99520756792421, 10.141227303949092]","[21.6218107926029, 94.94106400274259, 15.480692471703811]",,,,,,,,,,,,,
160,"[1.1266058882920806, 102.468572973951, 21.346149520071492]","[3.181651419393125, 99.9372135011454, 19.4116728474404]","[5.390841786838327, 96.76971521474441, 15.78215020992591]","[7.3015627466337625, 93.47756483335482, 11.410853818170178]","[11.110194273056699, 83.11763768410476, 2.1463178606108375]","[11.714472094434655, 79.61929466621048, 2.3772180020199905]","[11.989634036359465, 76.15910975195477, 4.49832499863143]","[11.603032090189298, 69.51770361746829, 12.453012939690401]","[10.982412470159971, 66.40314034019171, 16.726160789784156]","[9.006243218160721, 60.7290991434122, 21.82953314651406]","[6.255143103567053, 55.904609047167064, 19.591116178989914]",,,,,,,,,,,,,
161,"[41.12830521263089, -33.94898598705277, 20.218256038066528]","[41.409351873806145, -33.71301934254142, 16.929582497742498]","[41.72341208976212, -33.371995117634, 11.764233949104113]","[42.01265969641874, -32.96822832936395, 6.66701984745103]","[42.63966817582592, -31.37592019098956, 3.7954787492670956]","[42.74456829678394, -30.72910368743028, 7.892416267966892]","[42.7860304584493, -30.035380196579165, 13.155211748934907]","[42.64925304057016, -28.542122461917064, 21.297050043004944]","[42.45800303075072, -27.769642157916117, 21.869260026268055]","[41.80704147462441, -26.249264951290503, 15.250691116444957]","[40.78980670235686, -24.876337935246337, 5.2063549422873425]",,,,,,,,,,,,,
162,"[68.37680497820534, 152.48368643929493, 17.14510886553295]","[67.69801844522347, 152.54079608948834, 12.623371471926218]","[66.92110069107224, 152.59637410901783, 7.105828012095167]","[66.18749741261422, 152.62723583946288, 3.15668141944478]","[64.26756466569353, 152.47553586342065, 8.708024677489323]","[63.7237380021201, 152.31778966845502, 14.35940223367219]","[63.229452859382654, 152.09439714233895, 19.2565433242769]","[62.39172623118882, 151.43195356923385, 21.254905038030593]","[62.05182235092766, 150.9798250040102, 17.71661658663229]","[61.52739944484263, 149.81436062972335, 6.86936907144424]","[61.22049887350256, 148.26614974195468, 2.0665024563170853]",,,,,,,,,,,,,
163,"[7.724405234669476, -121.74617807730621, 20.32224000759588]","[7.713237157439302, -121.93819348616891, 21.82159681520477]","[7.678535480088109, -122.1630804513699, 21.58487113582091]","[7.621326240813211, -122.37968843106559, 19.197607682797038]","[7.32921940137229, -122.96749665030904, 6.098483459636732]","[7.194481984502728, -123.13794591464053, 3.0455171289409506]","[7.045001639716549, -123.29362356962878, 2.0014388822441926]","[6.700912955336085, -123.56019059713965, 6.374630399903968]","[6.510763447263865, -123.66848279513995, 10.811537539705416]","[6.1024953403325615, -123.83596561040795, 19.42806937272052]","[5.663576439076274, -123.93848600184073, 21.752448467454457]",,,,,,,,,,,,,
164,"[19.25059668960909, 112.08321712451084, 3.539694308120577]","[19.44838767208999, 111.1833990712809, 2.5557584342380544]","[19.6746127650588, 110.05969879802123, 2.019266819264935]","[19.88712672097422, 108.8895997951206, 2.221175985279583]","[20.424131203004237, 105.10097566367216, 6.844758172880761]","[20.56375728563776, 103.7518940276921, 9.344035011726623]","[20.68282779064465, 102.36518161371956, 12.040498386208085]","[20.849936512084636, 99.48188569704924, 17.223830302398333]","[20.896024645619452, 97.99152126408964, 19.32859749561493]","[20.91177097655715, 94.92232766229084, 21.795291554583365]","[20.81594338944817, 91.75512744076374, 21.417560762140504]",,,,,,,,,,,,,
165,"[-7.489747378949291, 118.71408132300627, 21.601115639854612]","[-8.200644382577586, 118.70709844120978, 21.969184182282696]","[-9.054068823184352, 118.6990072324479, 21.86025990469215]","[-9.90803335756535, 118.68617357037712, 21.158399649963677]","[-12.468012520089028, 118.63336449974449, 16.077948264097095]","[-13.321504748006715, 118.60995028537371, 13.733281968384379]","[-14.173881388781567, 118.58245491300629, 11.2837151425786]","[-15.879480909025292, 118.52243139401395, 6.659792159250275]","[-16.731419524434116, 118.48745825218279, 4.762322035012882]","[-18.436683393331716, 118.41079759904639, 2.3619978026033763]","[-20.14133128763401, 118.32313077195214, 2.245051906691021]",,,,,,,,,,,,,
166,"[-8.473050350540781, 134.9873113698736, 14.359694695041346]","[-8.45429971670863, 135.59339620200018, 11.562294225019304]","[-8.432913850391609, 136.32017108714027, 8.26981207535052]","[-8.41325056330854, 137.04603404907164, 5.401324128932756]","[-8.358743371439656, 139.22362333938165, 2.1359579755565754]","[-8.34570397721126, 139.95062108913444, 3.2408542579675146]","[-8.330454006115568, 140.67651392251975, 5.339860943611939]","[-8.308408492302616, 142.12629013572962, 11.479353094914662]","[-8.300076446123734, 142.85203205647815, 14.824889224689791]","[-8.287034731212325, 144.30345626403974, 20.209950637756588]","[-8.27836279192856, 145.75402999447746, 21.976057131142415]",,,,,,,,,,,,,
167,"[-17.587968612013622, -41.112070766285285, 21.05705759583676]","[-18.273278503405827, -38.47690848421843, 21.981117507754707]","[-19.0632311945824, -35.19662526968968, 21.24837744719924]","[-19.811121746220874, -31.794213749616336, 18.661865881383974]","[-21.729120138793316, -20.888181091480778, 6.14402662592852]","[-22.23972057531214, -17.039254286492167, 3.1939293971232328]","[-22.671941681317005, -13.093400451185156, 2.008820418983653]","[-23.2869957279616, -4.949405941394266, 5.483555916231116]","[-23.46204069904234, -0.7693373201306761, 9.447561526282051]","[-23.528226715145273, 7.749857688148499, 18.011586338706103]","[-23.212801546068516, 16.41335234649146, 21.997430315046095]",,,,,,,,,,,,,
168,"[-40.77573853694508, -55.83643781706912, 19.760357014317137]","[-40.905045438711596, -55.748596395982815, 17.405218076332915]","[-41.064383462762144, -55.654513886239556, 13.890695555036771]","[-41.22629895144168, -55.575074338569216, 10.106281104678786]","[-41.72441425751079, -55.42026851311477, 2.2817850455438276]","[-41.895749347455606, -55.396477532896846, 2.1017570467362177]","[-42.068436367493725, -55.385922719816016, 3.3398635490021586]","[-42.42401868656925, -55.40596436621128, 9.181707201616032]","[-42.60475770309229, -55.437658369499005, 12.949990629984798]","[-42.97480139524269, -55.538311638712415, 19.556306627116463]","[-43.35353125502041, -55.69287221054936, 21.98876843071878]",,,,,,,,,,,,,
169,"[20.5865585938545, -23.46890622327577, 21.180628263236265]","[20.08030728537012, -23.046829918217533, 18.853406250251673]","[19.473563178311558, -22.541601550013276, 14.62149521763112]","[18.86924916243618, -22.038241662631208, 9.77442039527028]","[17.067779565034655, -20.526176834656184, 2.07534900725814]","[16.472037769118238, -20.022535299638886, 3.8179978348059525]","[15.87879618398409, -19.518511559185132, 7.484951216589115]","[14.701078608127341, -18.505763087429855, 16.889813749152175]","[14.1174466065733, -17.998210529142007, 20.418727414283808]","[12.960583120193334, -16.977281353683985, 21.173914684437314]","[11.817304567442028, -15.949714787354784, 13.809644799172682]",,,,,,,,,,,,,
170,"[2.7001299378104395, 59.77184651695793, 20.806460441627898]","[1.1830722506325528, 61.681294446310986, 21.998797750660067]","[-0.755937425783424, 63.969742611455096, 20.100629146848625]","[-2.815932150888731, 66.25418988149224, 15.272564890424436]","[-9.673828855361338, 73.09013507038979, 2.0255099230115494]","[-12.161134839738331, 75.37243460878175, 3.419918826833241]","[-14.734477978091732, 77.66826117538258, 7.919211793658599]","[-20.106315932368563, 82.32683935796562, 19.183117598681417]","[-22.884475226881722, 84.71141225513529, 21.87481978716523]","[-28.573395985768975, 89.65862082042459, 16.85966163527171]","[-34.357990507166825, 94.97104435069436, 5.448186132681687]",,,,,,,,,,,,,
171,"[-75.38034902281709, 14.709055209857597, 10.934439558696496]","[-75.22363669300553, 14.10216899407987, 6.126813641189466]","[-75.0291245169446, 13.399725983548494, 2.500547657662217]","[-74.82965144470938, 12.723143906721372, 2.4687930998904744]","[-74.20314120604124, 10.875851158783872, 17.746871194690367]","[-73.98421232459187, 10.323373394078201, 21.44925482676851]","[-73.76109392894604, 9.80040047020945, 21.577019478123923]","[-73.29749937995338, 8.855231739280262, 12.28613094510368]","[-73.05761399737739, 8.432403478925403, 6.380828211579613]","[-72.56143066648403, 7.688920205772593, 2.379001193182466]","[-72.04566278700688, 7.084266625310176, 11.55877223542441]",,,,,,,,,,,,,
172,"[45.07727948981036, -171.96232408911715, 21.74072903467425]","[44.74166143016549, -173.76622755655447, 21.832717591039867]","[44.411629872944545, -175.86598903286566, 21.916777118864808]","[44.155826441738945, -177.8920195071581, 21.97184700142274]","[43.79525325650723, 176.49253769223571, 21.96208690785632]","[43.79945701134595, 174.77980313550924, 21.900542574517086]","[43.860129488701396, 173.1516490194565, 21.810054233022573]","[44.1253464783476, 170.14789244056252, 21.543515813359726]","[44.321809727989425, 168.7746469220943, 21.36817054868534]","[44.825799045388415, 166.2912970920122, 20.93608131333232]","[45.44723937960456, 164.15525982002953, 20.3995942515775]",,,,,,,,,,,,,
173,"[-17.732272008952666, -73.76034223937181, 10.196591103997227]","[-17.77152785181161, -73.18045373354559, 12.670550885301886]","[-17.826081059565094, -72.48782216540113, 15.572274736455952]","[-17.887430366111754, -71.7952676108857, 18.158051079069935]","[-18.123848107273087, -69.73489608697223, 21.99915795002224]","[-18.224022630945402, -69.05359082668794, 21.596244728664228]","[-18.33203392945098, -68.37629001910081, 20.346360806858197]","[-18.58352234510059, -67.0330973073503, 15.813466311638942]","[-18.727214309137757, -66.3673771760958, 12.929259370359363]","[-19.04838704367129, -65.05106870668254, 7.178045962290299]","[-19.41717316082889, -63.75597892207145, 3.0903728706931197]",,,,,,,,,,,,,
174,"[17.117005542695722, -154.13299333253303, 7.664290332958211]","[16.626481610480695, -154.36867858566978, 8.73332357950051]","[15.970733091343911, -154.59510086978642, 10.07280000371288]","[15.242613333399948, -154.75351277746398, 11.44898288685732]","[12.610398611097725, -154.76873346583164, 15.535093967339836]","[11.588218632592053, -154.60389930496868, 16.79534196771472]","[10.500986806600991, -154.33986341562647, 17.96365829092356]","[8.144251753374862, -153.49872679594142, 19.935211382958734]","[6.883423151548992, -152.90900166653591, 20.701052452957786]","[4.240304610176406, -151.35065155222165, 21.718649163027017]","[1.4950305480415225, -149.25132335048104, 21.99205179514257]",,,,,,,,,,,,,
175,"[-48.43834831678024, 14.51582296101305, 7.183082756919055]","[-46.49056622963811, 15.942789326092333, 11.072830919742398]","[-44.19964103254236, 17.492145816456897, 15.88441434421837]","[-41.96487161685417, 18.89758533954293, 19.774448142571824]","[-35.67467689110062, 22.46558286146013, 19.003610373467847]","[-33.73865290290767, 23.495518604646207, 14.804374724554636]","[-31.888610656349076, 24.46719240036208, 9.93946657299606]","[-28.471527512180792, 26.269046730907668, 2.713166816745586]","[-26.911043578784355, 27.11391151034979, 2.0624760331313308]","[-24.10224389192546, 28.718756620398544, 7.420841279893011]","[-21.72401621300357, 30.2385544482574, 16.86250599883327]",,,,,,,,,,,,,
176,"[-55.7998720103921, 134.99286560564806, 19.359035872699682]","[-55.552178327496705, 135.3558277234522, 16.99677343054352]","[-55.255038405987946, 135.7963609335503, 13.57952196795316]","[-54.95739831674977, 136.24024308362493, 9.955595227892786]","[-54.06344830290488, 137.58195195733552, 2.3657060711454463]","[-53.76548619640101, 138.03149565149954, 2.04342878349893]","[-53.466224575178835, 138.48324297154514, 3.0299108182097143]","[-52.86725674667346, 139.38195332891425, 8.254250674852035]","[-52.56919712418948, 139.82880633948153, 11.806726878841317]","[-51.96942494632722, 140.71569172237054, 18.515975713536015]","[-51.36934207137484, 141.59006447456372, 21.913020343612533]",,,,,,,,,,,,,
177,"[35.62909257329262, 169.73752145769527, 20.413280775432877]","[35.749997103736646, 169.73162693853374, 17.80757224206906]","[35.8974331584122, 169.71893820098293, 13.627377971213848]","[36.048404459445266, 169.69868610660427, 9.115551289297562]","[36.510974086034295, 169.6054294748282, 2.0405930718709797]","[36.66949731353572, 169.56224876063243, 3.4549591900240504]","[36.832119290946, 169.5159715297921, 6.617142993521589]","[37.16070747757416, 169.4103507310271, 15.370036225513907]","[37.32698064810271, 169.35278715366152, 19.173047196939386]","[37.66882938779035, 169.22586998340077, 21.900388065276935]","[38.01683231758703, 169.09018078665184, 16.945103493932404]",,,,,,,,,,,,,
178,"[-7.4361009950902135, -40.7635054724678, 11.31279402803672]","[-7.28593777847752, -41.28757205650226, 12.236933689002596]","[-7.13925420244353, -41.89601263953285, 13.342778753150093]","[-7.0258737334797035, -42.480409854307794, 14.43180077693637]","[-6.875813291680719, -44.08173291060723, 17.468094238836954]","[-6.880499372636622, -44.560026344864596, 18.361569030312094]","[-6.911633983597378, -45.00854921634934, 19.17701670146397]","[-7.03964264202848, -45.81861460358632, 20.53368291958094]","[-7.134608054225143, -46.17854051425766, 21.058583930081337]","[-7.373612553468414, -46.807562820808684, 21.7687433354912]","[-7.6745062216399464, -47.316669584097355, 21.999790724454506]",,,,,,,,,,,,,
179,"[13.367865893492501, -54.41518625050293, 5.018068846345371]","[13.891996027873788, -54.432143175963986, 8.62476441001786]","[14.52286192634441, -54.45134871284759, 13.693126487993771]","[15.154112979794906, -54.46936739987858, 18.322132255927322]","[17.045157459226328, -54.52092438720786, 19.920871692214256]","[17.676555951465883, -54.53597499077164, 15.89369096311264]","[18.306263583431527, -54.54870736135268, 10.857793302740966]","[19.56530212745784, -54.57269691355672, 2.9010995399750144]","[20.196257000605144, -54.58183157765984, 2.037508669815283]","[21.4540930817435, -54.5911469672435, 7.599914082587477]","[22.711536809110974, -54.59359477514155, 17.42225071275565]",,,,,,,,,,,,,
180,"[-35.36274606686644, 112.22461100784908, 12.099809842855283]","[-35.06820960293376, 112.07639611108026, 13.701773948585828]","[-34.703396603419286, 111.87495886962107, 15.562830410500391]","[-34.32960852405599, 111.64799525560298, 17.290752029921812]","[-33.15646243134715, 110.82171784132773, 21.074751938380597]","[-32.748131879060175, 110.49825097255228, 21.71257517269082]","[-32.33313274356846, 110.15207734426434, 21.98892831967784]","[-31.47845937746001, 109.39581814836757, 21.429592653597066]","[-31.040639812873746, 108.98434863281538, 20.614577157323588]","[-30.144430787674445, 108.10431527774529, 18.06527884985173]","[-29.22533436215998, 107.14932564996894, 14.62088284074885]",,,,,,,,,,,,,
181,"[-18.422915857974903, 136.68385729343538, 2.503852183269002]","[-18.589634891170707, 136.63792444685632, 2.3188946610584615]","[-18.7833220876187, 136.58417251994373, 2.1518971248418186]","[-18.972867389983456, 136.53640418953415, 2.045889095570404]","[-19.513974566761686, 136.41613091937603, 2.0981562244775134]","[-19.683882688197077, 136.388962931958, 2.238646360888014]","[-19.84942658538563, 136.36775777834305, 2.4395985791179893]","[-20.163718524999872, 136.34815024955023, 3.0172628900511427]","[-20.312216166387586, 136.35023323973442, 3.390559305265219]","[-20.594301786530743, 136.38704211886972, 4.294133110378761]","[-20.85485186665226, 136.46409053133138, 5.388294881665176]",,,,,,,,,,,,,
182,"[-38.22648736937998, 70.19596172316263, 19.897862109933314]","[-38.09310075370816, 66.24178548288997, 15.800791772155065]","[-37.852171916124135, 61.523371887653624, 9.67204613053911]","[-37.52469420834702, 56.84672771233865, 4.424115923358336]","[-36.08036512983971, 43.18219833246284, 8.033815854548687]","[-35.4677372738279, 38.78481861085284, 14.151342463844939]","[-34.8017051557793, 34.4763347980416, 19.457515778926417]","[-33.34437259340957, 26.15341501197821, 20.677272978911603]","[-32.57081759510264, 22.142220158663335, 16.130298881323892]","[-30.96814380280261, 14.44426517207515, 4.664433657707567]","[-29.34352010420105, 7.172742875233544, 3.2349191171134777]",,,,,,,,,,,,,
183,"[-45.06368918125561, 100.78932433520379, 4.036217955855305]","[-45.019318868817614, 100.96826161198692, 5.749450950180183]","[-44.95978758396246, 101.18453626635446, 8.292290795654187]","[-44.89608927403971, 101.4013502631872, 11.155426626496965]","[-44.6799636604349, 102.05325955849783, 19.183075653618744]","[-44.59890290112082, 102.26950014329697, 20.89681690815263]","[-44.51301953529498, 102.48679959773803, 21.840603295190746]","[-44.3315595075279, 102.92231465415661, 21.16411480924659]","[-44.23413258359692, 103.14040040476226, 19.60223786120854]","[-44.03023049546208, 103.57259542781092, 14.697137079432872]","[-43.81319519058072, 104.00493558624618, 8.877618191948063]",,,,,,,,,,,,,
184,"[31.178717293866427, 7.212698774934817, 15.837937438586074]","[31.320905284562446, 6.847987506430184, 13.039747519524862]","[31.49329722997408, 6.44058712200911, 9.588020813096044]","[31.670595288777942, 6.06453475315061, 6.425870279711091]","[32.22703825349414, 5.1349959252171855, 2.020196502177223]","[32.420066288197376, 4.89238248426, 2.833712313902023]","[32.61827736540351, 4.684446885586908, 4.744724805403685]","[33.02724532314692, 4.36840462998196, 10.837954906778327]","[33.23678476867812, 4.262617849725312, 14.29238614574367]","[33.66947342408672, 4.152443508973608, 19.995997128011624]","[34.12049975610058, 4.177886870460809, 21.98686413740615]",,,,,,,,,,,,,
185,"[-20.351420685099228, 5.756910536181625, 14.114627882748742]","[-20.724486516801534, 5.701035275809246, 9.395246579761023]","[-21.172755424661048, 5.6308748070219075, 4.583380848625339]","[-21.618406109531833, 5.5553684339202745, 2.1331692733113616]","[-22.94092186172145, 5.297218230752278, 11.815968537204743]","[-23.378460906222852, 5.199936817332206, 17.256398550618194]","[-23.81314717717647, 5.09578791213724, 21.024818467028904]","[-24.674083250226925, 4.871411508138925, 19.658440679956545]","[-25.099995387675857, 4.749382889598609, 14.958286483269248]","[-25.94506573636674, 4.485047933332711, 4.530787430347274]","[-26.776820309340273, 4.1946990556435395, 2.854994779687578]",,,,,,,,,,,,,
186,"[-4.659042450576608, -10.64036841933226, 11.862122080721397]","[-4.305061326516606, -10.378084234050071, 11.191853950419143]","[-3.849877006255545, -10.071075167954174, 10.392423437192342]","[-3.3629454724627363, -9.77435465907505, 9.603636253155198]","[-1.7116639427546116, -8.975271344938042, 7.3501930133006566]","[-1.1000300133426129, -8.743706195105217, 6.653057764292364]","[-0.4572150008935551, -8.533497811348258, 5.9904030038099645]","[0.9121053413544372, -8.181141043264658, 4.78637693855597]","[1.6383677539013295, -8.041395696595497, 4.252479824669811]","[3.1633205349103406, -7.84890270133337, 3.3387894363776844]","[4.776644243966536, -7.779405692329054, 2.64922607035847]",,,,,,,,,,,,,
187,"[43.377191688505796, -85.04391452937972, 4.340755548643061]","[42.96040334719428, -83.3331744343032, 3.4329198011697013]","[42.55907043565122, -81.44617632629122, 2.6209350017579727]","[42.26930991138458, -79.72818067974711, 2.138475962597308]","[42.111035409259074, -75.48913136139386, 2.775277236982607]","[42.30580182578673, -74.35557060747098, 3.657361777481297]","[42.62874541353826, -73.35144182245753, 4.832682374304314]","[43.657266391230955, -71.70681731225456, 7.887503131764204]","[44.36370603736206, -71.05734126360696, 9.66055613549638]","[46.159287303523556, -70.07561102476407, 13.386983991377093]","[48.461392517898936, -69.4862835841818, 16.920811589344417]",,,,,,,,,,,,,
188,"[23.194608281760335, 122.83608811676962, 13.982831176959312]","[23.083676505239026, 124.00452777518905, 15.573680984525542]","[22.95902931892153, 125.3927506542407, 17.349964142671435]","[22.841629702524997, 126.76054768820114, 18.914565781240313]","[22.54666854473043, 130.72658838344506, 21.77981250935577]","[22.46878415305987, 131.9994145292059, 21.99936851587104]","[22.39799084820094, 133.24350089059774, 21.82414196214723]","[22.290237838857415, 135.6455213837244, 20.332608780958633]","[22.25188992493543, 136.80141533346796, 19.07478925967794]","[22.20577703172856, 139.01031562441776, 15.782682892288925]","[22.201557509188326, 141.0781314184346, 11.898700520225752]",,,,,,,,,,,,,
189,"[-59.20757617598913, 28.76964321181148, 7.902233739969762]","[-59.31760572795808, 25.597415425475198, 10.844480757296928]","[-59.44917838827384, 21.699401881607386, 14.492921914900855]","[-59.582912463985174, 17.711091268256585, 17.80715370825209]","[-60.00241283172959, 5.261999473715398, 21.884874184717034]","[-60.154564742607874, 0.9718035790487726, 20.680455508345705]","[-60.31290815043051, -3.379998112994344, 18.31504594774274]","[-60.66175898894732, -12.244206865930517, 11.4819969279154]","[-60.85393994422431, -16.74455345554443, 7.926199463543157]","[-61.278962203052586, -25.859153266040774, 2.852458025737743]","[-61.76684333601372, -35.09571164152753, 2.5061386603636304]",,,,,,,,,,,,,
190,"[73.41490304853141, 71.55116369270657, 13.96233043785714]","[73.20946914107299, 72.11977990940636, 11.257254951631193]","[72.98616529657342, 72.82147642551608, 8.099878937377161]","[72.7892016782828, 73.5552731708306, 5.35476541831182]","[72.3740764463133, 76.00414905100935, 2.090695854409846]","[72.29699193760787, 76.92440694060781, 3.0438964059750546]","[72.25275202589825, 77.90861839781378, 4.9423695877726805]","[72.26037825478376, 80.07924623231791, 10.69297762392168]","[72.31702702302363, 81.28240759433577, 13.939867880039952]","[72.53377024146793, 83.94490833761648, 19.49725308180606]","[72.89510889640981, 86.99846839393913, 21.975062804608203]",,,,,,,,,,,,,
191,"[-40.347301338806744, -177.52126760153936, 3.850957003480092]","[-42.07072643754624, -179.56777471372587, 7.005195922716085]","[-44.117477108557935, 177.97911166336058, 11.925938591522067]","[-46.139423251662215, 175.5267110372259, 16.864686563550187]","[-51.98876139284487, 168.1273565252248, 20.852622123341284]","[-53.84978536875303, 165.63412108780628, 17.40985074942681]","[-55.65964327179845, 163.11658732597033, 12.559859517387622]","[-59.09951396994807, 158.00546936772164, 3.7236328412277295]","[-60.72700288917983, 155.40407836861726, 2.032238978817267]","[-63.76798143740775, 150.10123527455636, 6.187882662475309]","[-66.51598734979481, 144.66598148463262, 15.993660777833785]",,,,,,,,,,,,,
192,"[-2.9867368255986744, -33.31583748578997, 2.8150125109638786]","[-1.7282885723958994, -33.307311681534586, 2.0403572368078393]","[-0.19853634952517815, -33.29367198587792, 2.4181400047944557]","[1.3506353415085917, -33.28142051222951, 4.162842959315055]","[6.092925491678749, -33.260573432172386, 14.371048878979932]","[7.701450779504149, -33.267446562816815, 17.805084249240515]","[9.317541784848357, -33.28452322078027, 20.411611249944723]","[12.57218060235238, -33.35498578657752, 21.822738595252137]","[14.206390673920867, -33.41461195688548, 20.426336566093383]","[17.473466169056664, -33.59212403340083, 14.398573760505542]","[20.72658761761195, -33.86294945228335, 7.050101441756247]",,,,,,,,,,,,,
193,"[-21.737776304092662, -118.22153502744943, 7.318140896032863]","[-21.49644908654091, -118.18271584442773, 8.536362187669187]","[-21.197451675320398, -118.23694384731805, 10.07800279437851]","[-20.886561479158242, -118.40581045439049, 11.668474041921472]","[-19.89011236939093, -119.58854807720947, 16.3282062506656]","[-19.53568260677903, -120.20538023106946, 17.711152339221314]","[-19.170595360035932, -120.93113264720846, 18.94807934855809]","[-18.40535416135926, -122.70750979098607, 20.859979509707415]","[-18.006089004307068, -123.75506837500566, 21.48646934394715]","[-17.171663953000447, -126.160646794039, 21.999990525778625]","[-16.293357800117782, -128.96744574522967, 21.49500273090937]",,,,,,,,,,,,,
194,"[-51.864431911436654, 142.64576416942577, 3.128853982649133]","[-51.31434474043705, 146.29751429892403, 5.849530913901277]","[-50.60978463627837, 150.48522582724226, 10.525406228341732]","[-49.87276934443941, 154.46172803225545, 15.581675415879321]","[-47.60949676547347, 165.20690767735204, 21.43233357455145]","[-46.876592894400524, 168.42280472601706, 18.578278548607596]","[-46.170593218975846, 171.47023490515355, 14.020833778052934]","[-44.876010461356834, 177.1004662534155, 4.653691695678169]","[-44.29613537116105, 179.69755627789937, 2.266141915949504]","[-43.301629646207594, -175.50477658901022, 5.014159058012719]","[-42.546344172640865, -171.19536332272335, 14.525678095075927]",,,,,,,,,,,,,
195,"[46.192615726384204, -148.50279911297758, 9.687333866432745]","[46.60370352173726, -146.2331405876245, 11.30139033642887]","[47.18339660199667, -143.52548327007477, 13.259440708428802]","[47.85838751846832, -140.84153073389072, 15.168649626552765]","[50.43856707584959, -133.0311472635332, 19.90059087665476]","[51.47376337803652, -130.54192224900146, 20.943822555317706]","[52.59025196519982, -128.1286415697008, 21.64421300347145]","[55.04657430136919, -123.58445998249594, 21.922306704466237]","[56.36923147578766, -121.48270645114722, 21.48941720498796]","[59.17023355245612, -117.69833468164433, 19.562602932369188]","[62.1094811252935, -114.61411722606432, 16.486355405997347]",,,,,,,,,,,,,
196,"[-45.08552554866079, 53.90022050834052, 4.410118438867826]","[-45.30278069335248, 53.469070276400835, 3.02858927692621]","[-45.5472600066683, 52.868855787628576, 2.120934696206467]","[-45.77703701180118, 52.17828948016066, 2.1065374029041326]","[-46.411887056346444, 49.609116986858666, 7.037503693592921]","[-46.61683086890164, 48.59609194965557, 9.842164502481035]","[-46.82349165250911, 47.51445828184383, 12.842689305064194]","[-47.25767762544127, 45.151638902872286, 18.349376232035105]","[-47.49436090766476, 43.8797837449216, 20.35911271598632]","[-48.0261304370245, 41.17990842823042, 21.99745681924515]","[-48.66065240177425, 38.30423817891564, 20.10262741941246]",,,,,,,,,,,,,
197,"[2.246705647264534, 27.959483666260283, 11.277303324477357]","[2.354456620496717, 26.902904647599357, 12.635512637537722]","[2.4953294180314267, 25.672686397819113, 14.2480466866588]","[2.6490255255534088, 24.485204515601506, 15.800457199403692]","[3.1669071984728814, 21.204698669937322, 19.702292207630883]","[3.3558692962280423, 20.208824501637263, 20.63568087458561]","[3.551609177162449, 19.26130740247026, 21.34000830725109]","[3.959573920614089, 17.524194332219068, 21.99234209141403]","[4.170402095533462, 16.736978199869036, 21.92320544206642]","[4.596281225631438, 15.322092443754913, 21.003527656021895]","[5.027725955344984, 14.130424335824998, 19.13392773442063]",,,,,,,,,,,,,
